ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	celltype	dataset	status
GO:0008203	cholesterol metabolic process	5/53	140/18870	4.510048613635179e-5	0.012402633687496742	0.01083598522170768	FDPS/EBP/APOC1/SQLE/TM7SF2	5	C2_Epithelial_AT2_SFTPC	GSE149878	Down
GO:0045598	regulation of fat cell differentiation	4/89	146/18870	0.005049562268254927	0.031509268553910744	0.02269645356363004	SOD2/HNRNPU/ZFP36L1/ZFP36	4	C2_Epithelial_AT2_SFTPC	GSE149878	Up
GO:0045444	fat cell differentiation	5/89	248/18870	0.006384475974220624	0.03646602295573153	0.02626685526669596	SOD2/NR4A1/HNRNPU/ZFP36L1/ZFP36	5	C2_Epithelial_AT2_SFTPC	GSE149878	Up
GO:0070542	response to fatty acid	4/188	56/18870	0.0023398094204573443	0.02983310182774558	0.023563232899661692	EDN1/ID3/HES1/PDK4	4	C8_CD8_GZMK	GSE149878	Down
GO:0045444	fat cell differentiation	11/312	248/18870	0.0029023809147890375	0.02316591448692028	0.0173031260125325	ZFP36L2/STK4/NR4A2/HNRNPU/RORA/ID2/RGS2/ZFP36L1/ARID5B/METRNL/DUSP10	11	C8_CD8_GZMK	GSE149878	Up
GO:0045598	regulation of fat cell differentiation	8/312	146/18870	0.0030027302876406863	0.023803461916569804	0.017779324071556697	ZFP36L2/STK4/HNRNPU/RORA/ID2/ZFP36L1/METRNL/DUSP10	8	C8_CD8_GZMK	GSE149878	Up
GO:0050873	brown fat cell differentiation	2/26	54/18870	0.002499805525836601	0.03753273427320404	0.02228198622712497	PTGS2/HNRNPU	2	C15_Mast_CPA3	GSE149878	Up
GO:1905952	regulation of lipid localization	7/107	183/18870	8.2914201465971e-5	0.0013542652906108595	9.610799714399716e-4	SPP1/PLIN2/THBS1/APOE/IL1B/NFKBIA/ACSL1	7	C3_Epithelial_Secretory_SCGB1A1	GSE149878	Up
GO:0045598	regulation of fat cell differentiation	4/107	146/18870	0.009595441526191977	0.04760225254467885	0.03378183863479386	SOD2/ZFP36/CEBPB/ZFP36L2	4	C3_Epithelial_Secretory_SCGB1A1	GSE149878	Up
GO:0070542	response to fatty acid	6/158	56/18870	7.199186353458682e-6	4.559484690523832e-4	3.521286237446107e-4	PDK4/LPL/AKR1C3/SCD/HES1/ID3	6	C5_Macrophages_RBM47	GSE149878	Down
GO:1905952	regulation of lipid localization	8/158	183/18870	1.5680641547147095e-4	0.00425617413422564	0.003287039746875647	LPL/APOC1/CES1/CAV1/APOE/ANXA2/MSR1/LRP1	8	C5_Macrophages_RBM47	GSE149878	Down
GO:0006631	fatty acid metabolic process	11/158	401/18870	5.747363680920024e-4	0.010567733219756173	0.008161451583567927	CD74/PDK4/LPL/APOC1/CES1/CAV1/MGST3/AKR1B1/AKR1C3/SCD/GSTP1	11	C5_Macrophages_RBM47	GSE149878	Down
GO:0043691	reverse cholesterol transport	3/158	20/18870	5.913506550464178e-4	0.010763260369975517	0.008312457039194388	CES1/APOE/CLU	3	C5_Macrophages_RBM47	GSE149878	Down
GO:0019216	regulation of lipid metabolic process	10/158	342/18870	6.275063122937355e-4	0.011177456187732164	0.008632340125040796	CD74/PDK4/APOC1/CES1/CAV1/APOE/AKR1C3/IGFBP7/PSAP/SOD1	10	C5_Macrophages_RBM47	GSE149878	Down
GO:0008203	cholesterol metabolic process	6/158	140/18870	0.0011690122751151183	0.01641224130087728	0.01267516031768583	APOC1/CES1/APOE/CYP27A1/SOD1/FDPS	6	C5_Macrophages_RBM47	GSE149878	Down
GO:0034370	triglyceride-rich lipoprotein particle remodeling	2/158	12/18870	0.004351574914517447	0.03924679907080609	0.030310270307315066	LPL/APOE	2	C5_Macrophages_RBM47	GSE149878	Down
GO:0033700	phospholipid efflux	2/158	14/18870	0.005934392470459814	0.04685046687205116	0.03618257663137913	APOC1/APOE	2	C5_Macrophages_RBM47	GSE149878	Down
GO:0050873	brown fat cell differentiation	7/301	54/18870	2.2836705432895546e-5	5.451387781558072e-4	3.9612134835490757e-4	CEBPB/RGS2/ERO1A/METRNL/PIM1/LRG1/PTGS2	7	C5_Macrophages_RBM47	GSE149878	Up
GO:0045444	fat cell differentiation	13/301	248/18870	1.8500673496333142e-4	0.0027745751482407145	0.00201612597172275	SOD2/ZFP36L1/CEBPB/ZFP36/RGS2/OSBPL8/STEAP4/ERO1A/METRNL/STK4/PIM1/LRG1/PTGS2	13	C5_Macrophages_RBM47	GSE149878	Up
GO:0045598	regulation of fat cell differentiation	8/301	146/18870	0.0024101961425907585	0.01902246083330759	0.013822540491083118	SOD2/ZFP36L1/CEBPB/ZFP36/METRNL/STK4/PIM1/PTGS2	8	C5_Macrophages_RBM47	GSE149878	Up
GO:1905952	regulation of lipid localization	9/301	183/18870	0.002750667894739157	0.020758300056822877	0.015083876138626589	SPP1/NFKBIA/OSBPL8/ACSL1/ABCA1/EHD1/IL1B/PLIN2/THBS1	9	C5_Macrophages_RBM47	GSE149878	Up
GO:0045598	regulation of fat cell differentiation	7/155	146/18870	2.05824299861495e-4	0.0028551160465492853	0.0019849940115624722	ZFP36L1/SOD2/HNRNPU/MEDAG/IL6/PTGS2/ZFP36	7	C1_Fibroblasts_COL1A2	GSE149878	Up
GO:0045444	fat cell differentiation	9/155	248/18870	2.1507898072327934e-4	0.0029562296115874607	0.0020552923174163066	ZFP36L1/SOD2/HNRNPU/RGS2/NR4A1/MEDAG/IL6/PTGS2/ZFP36	9	C1_Fibroblasts_COL1A2	GSE149878	Up
GO:1905952	regulation of lipid localization	7/155	183/18870	8.01277093731623e-4	0.00801277093731623	0.005570807654497197	HILPDA/SPP1/THBS1/APOE/IL6/PLIN2/NFKBIA	7	C1_Fibroblasts_COL1A2	GSE149878	Up
GO:0140353	lipid export from cell	3/155	47/18870	0.0067659755469179315	0.037601261774885014	0.02614194247570008	SPP1/PTGS2/INHBA	3	C1_Fibroblasts_COL1A2	GSE149878	Up
GO:0050873	brown fat cell differentiation	3/155	54/18870	0.009927465748470025	0.04912257125909612	0.03415203031754367	HNRNPU/RGS2/PTGS2	3	C1_Fibroblasts_COL1A2	GSE149878	Up
GO:0033700	phospholipid efflux	2/21	14/18870	1.0648070406902201e-4	0.007678441882310588	0.00505627670783894	APOC1/ABCA3	2	C13_RBC_HBA2	GSE149878	Down
GO:0045444	fat cell differentiation	11/300	248/18870	0.002145831748312552	0.014986937301847286	0.01047143394086734	SOD2/CEBPB/RGS2/METRNL/ZFP36L1/NR4A2/FOSL2/PTGS2/SYAP1/STEAP4/ZFP36L2	11	C4_Vascular endothelial_PECAM1	GSE149878	Up
GO:1905952	regulation of lipid localization	9/300	183/18870	0.0026903865201259028	0.017803894551966844	0.012439653408579296	SPP1/ACSL1/IRS2/IL1B/THBS1/PLIN2/NFKBIA/ABHD5/APOE	9	C4_Vascular endothelial_PECAM1	GSE149878	Up
GO:0045598	regulation of fat cell differentiation	7/300	146/18870	0.00889840077813708	0.04567145071298441	0.031910828042607906	SOD2/CEBPB/METRNL/ZFP36L1/PTGS2/SYAP1/ZFP36L2	7	C4_Vascular endothelial_PECAM1	GSE149878	Up
GO:0045444	fat cell differentiation	8/133	248/18870	3.7958868682462906e-4	0.005174835150914523	0.003797654863993029	SOD2/HNRNPU/NR4A1/WWTR1/CEBPB/ZFP36/ZFP36L1/FABP4	8	C7_Neuronal_CCL21	GSE149878	Up
GO:0045598	regulation of fat cell differentiation	6/133	146/18870	5.927654141321081e-4	0.0074240253696789636	0.005448267477773935	SOD2/HNRNPU/WWTR1/CEBPB/ZFP36/ZFP36L1	6	C7_Neuronal_CCL21	GSE149878	Up
GO:0050873	brown fat cell differentiation	3/133	54/18870	0.006532974032275752	0.0409107581167512	0.030023166926248006	HNRNPU/CEBPB/FABP4	3	C7_Neuronal_CCL21	GSE149878	Up
GO:0043691	reverse cholesterol transport	2/34	20/18870	5.866642486135433e-4	0.008526187079850162	0.005928396617568438	CLU/CES1	2	C1_CD14 Monocytes_VCAN	GSE150728	Up
GO:0050873	brown fat cell differentiation	2/34	54/18870	0.004252360760142883	0.03745513720045044	0.026043166377908565	PLAC8/PIM1	2	C1_CD14 Monocytes_VCAN	GSE150728	Up
GO:0045444	fat cell differentiation	8/117	248/18870	1.5810407920954116e-4	0.0040885419361943965	0.003106088009655226	ID2/FOSL2/INSIG1/NR4A1/METRNL/MAFB/PLAC8/RETN	8	C4_mah_CD68	GSE155223	Up
GO:0045444	fat cell differentiation	4/49	248/18870	0.00388106861072296	0.045447560681035476	0.03350678662586679	RGS2/ZFP36L2/ZFP36/NR4A3	4	C7_pDC_IRF7	GSE155223	Up
GO:0045444	fat cell differentiation	7/77	248/18870	6.841147621469641e-5	0.003996615888950107	0.0030138086913738494	MAFB/NR4A1/NR4A3/ID2/INSIG1/NR4A2/RGS2	7	C6_cDC_CD1C	GSE155223	Up
GO:0045444	fat cell differentiation	3/29	248/18870	0.006367419073140133	0.03560731647686752	0.023470771916818678	PLAC8/RETN/MAFB	3	C10_cMo_CD14	GSE155673	Up
GO:0043691	reverse cholesterol transport	2/66	20/18870	0.002198009009632061	0.03303811480457263	0.02714415901205953	CLU/CES1	2	C13_cMo_IFN	GSE155673	Up
GO:0140353	lipid export from cell	2/9	47/18870	2.161733721916177e-4	0.0029342877405681878	0.00120863110595486	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down
GO:0019216	regulation of lipid metabolic process	2/9	342/18870	0.010838890322011758	0.03463884314595218	0.01426771571229152	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down
GO:0006631	fatty acid metabolic process	2/9	401/18870	0.0146910079879422	0.040147562453407705	0.016536753413302945	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down
GO:0090520	sphingolipid mediated signaling pathway	1/3	18/18870	0.0028591077119841657	0.02337009781969666	0.0034021418998438587	EZR	1	C14_Naive_B_IGHD	GSE157344_Blood	Down
GO:0140353	lipid export from cell	2/5	47/18870	6.043131025809114e-5	0.0014169750528154293	3.3073559585165623e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down
GO:0019216	regulation of lipid metabolic process	2/5	342/18870	0.0031589044382323095	0.015118575179412338	0.003528820751258715	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down
GO:0006631	fatty acid metabolic process	2/5	401/18870	0.0043173523619589845	0.017381021646137508	0.0040568975009291205	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down
GO:0050873	brown fat cell differentiation	1/5	54/18870	0.014228267144696272	0.03166936880593686	0.007391935053101968	PTGS2	1	C7_Granulocytes_PI3	GSE157344_Blood	Down
GO:0070542	response to fatty acid	1/5	56/18870	0.01475211224839934	0.03252063083512954	0.007590627792181265	PTGS2	1	C7_Granulocytes_PI3	GSE157344_Blood	Down
GO:0050994	regulation of lipid catabolic process	1/5	61/18870	0.016060750748785768	0.03368364138803094	0.007862085632904248	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down
GO:0140353	lipid export from cell	2/6	47/18870	9.050290622947832e-5	0.0022607509988519813	7.244202117064398e-4	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down
GO:0019216	regulation of lipid metabolic process	2/6	342/18870	0.0046816869059757285	0.023629437181433097	0.007571661759375621	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down
GO:0006631	fatty acid metabolic process	2/6	401/18870	0.006385210086574722	0.025691969579117225	0.008232566103525176	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down
GO:0050873	brown fat cell differentiation	1/6	54/18870	0.017049983210118413	0.0418555544508322	0.013411919150653661	PTGS2	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down
GO:0070542	response to fatty acid	1/6	56/18870	0.017676781302949585	0.042776552619237435	0.013707037758795896	PTGS2	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down
GO:0050994	regulation of lipid catabolic process	1/6	61/18870	0.019242319484768955	0.04405648905603666	0.014117172189782645	IL1B	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down
GO:0050873	brown fat cell differentiation	2/22	54/18870	0.0017898488801823503	0.04251563107275306	0.027224921651850642	PTGS2/RGS2	2	C12_iMO_IFI27	GSE157344_Blood	Down
GO:0070542	response to fatty acid	2/22	56/18870	0.0019234682622759928	0.04251563107275306	0.027224921651850642	PTGS2/CAT	2	C12_iMO_IFI27	GSE157344_Blood	Down
GO:0070542	response to fatty acid	3/100	56/18870	0.003265820198042511	0.037517490004565654	0.029893091057597354	ACSL1/TLR2/PTGS2	3	C2_CD8_Te_PRF1	GSE157344_Blood	Up
GO:0140353	lipid export from cell	2/7	47/18870	1.2650273858224738e-4	0.002656557510227195	8.493498237670096e-4	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down
GO:0050873	brown fat cell differentiation	2/7	54/18870	1.6725391410898064e-4	0.002765027473673999	8.840296468022271e-4	RGS2/PTGS2	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down
GO:0045444	fat cell differentiation	2/7	248/18870	0.0034588408865142703	0.0191965669201542	0.006137492099378706	RGS2/PTGS2	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down
GO:0019216	regulation of lipid metabolic process	2/7	342/18870	0.006476090368601626	0.023202834514680245	0.007418368821329726	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down
GO:0006631	fatty acid metabolic process	2/7	401/18870	0.00881415365432469	0.026818676147352585	0.008574419251879985	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down
GO:0070542	response to fatty acid	1/7	56/18870	0.020592923173551436	0.04324513866445802	0.013826258517661847	PTGS2	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down
GO:0050994	regulation of lipid catabolic process	1/7	61/18870	0.02241376872731715	0.0453528601591808	0.014500135470523161	IL1B	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down
GO:0045598	regulation of fat cell differentiation	2/10	146/18870	0.002568782853080098	0.04461119554849103	0.02136145740982397	CEBPB/SOD2	2	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Down
GO:0006631	fatty acid metabolic process	2/4	401/18870	0.002627321560491392	0.026813133432995268	0.006641023760494184	ANXA1/MAPK14	2	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up
GO:0050873	brown fat cell differentiation	1/4	54/18870	0.011398601315747547	0.03764795177429762	0.009324570098897244	MAPK14	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up
GO:0045444	fat cell differentiation	34/1393	248/18870	3.4639473494865703e-4	0.009709710878099279	0.008319083270102971	PER2/PPARG/WWTR1/TRIO/BBS9/STK3/LRP5/YAP1/ZBTB16/TCF7L2/GRK5/FERMT2/RORA/SMAD3/FTO/ZBTB7C/PLCB1/ASXL1/ADGRF5/LMO3/PRDM16/WIF1/FAM120B/ARID5B/KLF5/WDFY2/RREB1/NR4A1/CTBP2/SORT1/ZNF516/TBL1XR1/NIPBL/PIAS1	34	C17_Neutrophils_NFKBIA	GSE157344_Lung	Down
GO:0097035	regulation of membrane lipid distribution	12/1393	62/18870	0.0017028950157361143	0.02872846961732593	0.02461396986682902	ATP8A1/ATP10B/ANO6/ATP11A/ATP10A/ABCC1/ATP8B1/ATP9B/ATP9A/XKR6/XKR9/ABCA3	12	C17_Neutrophils_NFKBIA	GSE157344_Lung	Down
GO:0045444	fat cell differentiation	18/678	248/18870	0.0038293428923007805	0.022695048360464203	0.0165597271187084	SOD2/CEBPB/ZFP36/ZFP36L1/RGS2/LRG1/FFAR2/PTGS2/CEBPD/STK4/FOSL2/PIM1/DDIT3/METRNL/TGFB1/GPX1/INSIG1/KLF4	18	C17_Neutrophils_NFKBIA	GSE157344_Lung	Up
GO:0045444	fat cell differentiation	21/825	248/18870	0.0030153760492519677	0.03300896645139567	0.02717393707202393	RORA/ZBTB16/ZFPM2/PDGFRA/YAP1/RUNX1T1/BBS9/ZBTB7C/FOXO1/GRK5/WWTR1/FTO/MMP11/TRIO/FERMT2/STK3/PLCB1/PER2/TCF7L2/FAM120B/ANKRD26	21	C2_Fibroblasts_H3F3A	GSE157344_Lung	Down
GO:0045598	regulation of fat cell differentiation	14/825	146/18870	0.004840664652335592	0.045435149410041	0.03740353072685365	RORA/ZBTB16/ZFPM2/YAP1/RUNX1T1/ZBTB7C/FOXO1/WWTR1/FTO/MMP11/TRIO/FERMT2/STK3/ANKRD26	14	C2_Fibroblasts_H3F3A	GSE157344_Lung	Down
GO:0045444	fat cell differentiation	23/721	248/18870	8.426384915486416e-5	8.620156214175871e-4	6.115351077905754e-4	SOD2/CEBPB/ZFP36/GPX1/ID2/ZFP36L1/RGS2/STK4/METRNL/XBP1/CEBPD/DDIT3/PIM1/ERO1A/MAFB/INSIG1/KLF4/PTGS2/FOSL2/TNF/FFAR2/LRG1/HES1	23	C2_Fibroblasts_H3F3A	GSE157344_Lung	Up
GO:0045598	regulation of fat cell differentiation	14/721	146/18870	0.0014332344429255528	0.008990625891003889	0.006378171388957183	SOD2/CEBPB/ZFP36/ID2/ZFP36L1/STK4/METRNL/XBP1/DDIT3/PIM1/INSIG1/PTGS2/TNF/HES1	14	C2_Fibroblasts_H3F3A	GSE157344_Lung	Up
GO:0050873	brown fat cell differentiation	7/721	54/18870	0.004290471883703867	0.02180765006716986	0.015470883941238262	CEBPB/RGS2/METRNL/PIM1/ERO1A/PTGS2/LRG1	7	C2_Fibroblasts_H3F3A	GSE157344_Lung	Up
GO:1905952	regulation of lipid localization	14/721	183/18870	0.010739584007794171	0.04552119130576393	0.032293854009451006	NFKBIA/ACSL1/TSPO/IL1B/DBI/PLIN2/PRELID1/MIF/ANXA2/EHD1/SPP1/TNF/APOC1/HILPDA	14	C2_Fibroblasts_H3F3A	GSE157344_Lung	Up
GO:1905952	regulation of lipid localization	16/553	183/18870	1.009620583979882e-4	0.0012517064035640084	8.980602984572432e-4	DBI/PRELID1/LAMTOR1/NFKBIA/ANXA2/MIF/TSPO/IL1B/PLIN2/APOC1/EHD1/RETN/SPP1/APOE/IL6/THBS1	16	C9_Macrophages_C1QA	GSE157344_Lung	Up
GO:0140353	lipid export from cell	6/553	47/18870	0.002386266392909597	0.01622661147178526	0.011642087553286218	MIF/TSPO/IL1B/PTGS2/RETN/SPP1	6	C9_Macrophages_C1QA	GSE157344_Lung	Up
GO:0045444	fat cell differentiation	16/553	248/18870	0.002757058323577824	0.018169864546574557	0.013036311016036113	GPX1/SOD2/KLF4/METRNL/CEBPB/ZFP36/ID2/MAFB/XBP1/PIM1/CEBPD/PTGS2/RGS2/RETN/IL6/FABP4	16	C9_Macrophages_C1QA	GSE157344_Lung	Up
GO:0050873	brown fat cell differentiation	6/553	54/18870	0.004833180654878016	0.02773371882504879	0.019898078123141066	METRNL/CEBPB/PIM1/PTGS2/RGS2/FABP4	6	C9_Macrophages_C1QA	GSE157344_Lung	Up
GO:0045444	fat cell differentiation	20/708	248/18870	0.0011296911996992209	0.04177942708040169	0.03776050780796592	BBS9/FTO/ZBTB16/TRIO/STK3/TBL1XR1/LMO3/WWTR1/TCF7L2/FAM120B/ANKRD26/WNT5B/NIPBL/PIAS1/CTBP2/PPARGC1A/FOXO1/ZBTB7C/YAP1/ZNF516	20	C6_Epithelial_DNAH11	GSE157344_Lung	Down
GO:0045444	fat cell differentiation	26/1034	248/18870	0.001173277496911821	0.02492416591768702	0.02128558843090371	TCF7L2/TRIO/STK3/GRK5/PLCB1/ZBTB16/SMAD3/BBS9/FTO/NIPBL/FOXO1/PRDM16/PPARG/CTBP2/PIAS1/RREB1/RORA/YAP1/FAM120B/TBL1XR1/ZNF516/LMO3/ADGRF5/LRP5/ERO1A/ARID5B	26	Unknown	GSE157344_Lung	Down
GO:1905952	regulation of lipid localization	14/574	183/18870	0.001460807822727753	0.010957033390280181	0.007905104139950606	IL1B/DBI/PRELID1/TREM2/PLIN2/LAMTOR1/NFKBIA/ANXA2/RETN/APOE/APOC1/MIF/TSPO/SPP1	14	C10_Macrophages_DOCK2	GSE157344_Lung	Up
GO:0140353	lipid export from cell	6/574	47/18870	0.0028724439129287336	0.018843744243061455	0.01359508138034308	IL1B/RETN/MIF/TSPO/PTGS2/SPP1	6	C10_Macrophages_DOCK2	GSE157344_Lung	Up
GO:0070341	fat cell proliferation	3/574	14/18870	0.00793380243273918	0.04068262223059638	0.029351043659720962	SQSTM1/TREM2/LIPA	3	C10_Macrophages_DOCK2	GSE157344_Lung	Up
GO:0045444	fat cell differentiation	19/668	248/18870	0.0013839320288125318	0.02812603239590986	0.023867176231925743	ZBTB16/TRIO/STK3/BBS9/PLCB1/ASXL1/PIAS1/FOXO1/MAPK14/FTO/TCF7L2/CREB1/ZBTB7C/FAM120B/ALOX5/LRRC8C/NIPBL/ASXL2/CTBP2	19	C10_Macrophages_DOCK2	GSE157344_Lung	Down
