ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	celltype	dataset	status	TermID_revigo	Description_revigo
GO:0032368	regulation of lipid transport	3/38	153/18870	0.003581451315004031	0.04005775438194726	0.02823363794093567	APOC1/APOE/RETN	3	C4_T|NK_NKG7	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0019915	lipid storage	4/110	94/18870	0.002228457306211659	0.020857987422575233	0.015919655365229293	NFKBIA/NFKB1/RNF213/C3	4	C9_B_naive_CST3	GSE145926	Up	GO:0033700	phospholipid efflux
GO:0010883	regulation of lipid storage	3/110	54/18870	0.003852061666941961	0.029611896731784076	0.022600991223656577	NFKBIA/NFKB1/C3	3	C9_B_naive_CST3	GSE145926	Up	GO:1905952	regulation of lipid localization
GO:0033700	phospholipid efflux	2/67	14/18870	0.0010994434050388175	0.025319066240676532	0.020210973349683834	APOC1/APOE	2	C9_B_naive_CST3	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0032368	regulation of lipid transport	4/67	153/18870	0.0021427562880003068	0.03825662631047739	0.030538395352340274	APOC1/APOE/TSPO/RETN	4	C9_B_naive_CST3	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0032374	regulation of cholesterol transport	3/67	80/18870	0.0028919082581264806	0.04595242222162978	0.03668157316886747	APOC1/APOE/TSPO	3	C9_B_naive_CST3	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0032368	regulation of lipid transport	5/29	153/18870	3.3308866471952747e-6	0.001960226791874419	0.0012359342559329835	THBS1/RETN/IL1B/APOE/APOC1	5	C6_Macrophages_RBM47	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:1905952	regulation of lipid localization	5/29	183/18870	7.984445205763023e-6	0.003132564002394359	0.001975099603530853	THBS1/RETN/IL1B/APOE/APOC1	5	C6_Macrophages_RBM47	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0015908	fatty acid transport	4/29	116/18870	2.859442331271672e-5	0.008413909059766895	0.005305018009332971	FABP4/THBS1/IL1B/APOE	4	C6_Macrophages_RBM47	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0006869	lipid transport	6/29	453/18870	5.501919797077936e-5	0.009640277869715235	0.006078250590841336	FABP4/THBS1/RETN/IL1B/APOE/APOC1	6	C6_Macrophages_RBM47	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0015909	long-chain fatty acid transport	3/29	67/18870	1.4633099743209012e-4	0.013911707982757168	0.008771411821172298	FABP4/THBS1/APOE	3	C6_Macrophages_RBM47	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0033700	phospholipid efflux	2/29	14/18870	2.051656563627548e-4	0.013911707982757168	0.008771411821172298	APOE/APOC1	2	C6_Macrophages_RBM47	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0032370	positive regulation of lipid transport	3/29	86/18870	3.065386393167004e-4	0.017180760879797925	0.010832568457056331	RETN/IL1B/APOE	3	C6_Macrophages_RBM47	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:1905954	positive regulation of lipid localization	3/29	111/18870	6.474899322033769e-4	0.025917799466965635	0.0163413214901496	RETN/IL1B/APOE	3	C6_Macrophages_RBM47	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0045833	negative regulation of lipid metabolic process	3/29	112/18870	6.64625205383235e-4	0.025917799466965635	0.0163413214901496	IL1B/APOE/APOC1	3	C6_Macrophages_RBM47	GSE145926	Down	GO:0050994	regulation of lipid catabolic process
GO:0050995	negative regulation of lipid catabolic process	2/29	27/18870	7.816088759526967e-4	0.025917799466965635	0.0163413214901496	IL1B/APOC1	2	C6_Macrophages_RBM47	GSE145926	Down	GO:0050994	regulation of lipid catabolic process
GO:0065005	protein-lipid complex assembly	2/29	30/18870	9.658966879970341e-4	0.026980173624646202	0.01701115450107371	APOE/APOC1	2	C6_Macrophages_RBM47	GSE145926	Down	GO:0034370	triglyceride-rich lipoprotein particle remodeling
GO:2000191	regulation of fatty acid transport	2/29	31/18870	0.0010315274537885124	0.026980173624646202	0.01701115450107371	THBS1/IL1B	2	C6_Macrophages_RBM47	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0034368	protein-lipid complex remodeling	2/29	33/18870	0.0011690543379902782	0.027494989965898758	0.01733574916241884	APOE/APOC1	2	C6_Macrophages_RBM47	GSE145926	Down	GO:0034370	triglyceride-rich lipoprotein particle remodeling
GO:0140353	lipid export from cell	2/29	47/18870	0.002361787358940636	0.039711767449616124	0.025038497564708998	RETN/IL1B	2	C6_Macrophages_RBM47	GSE145926	Down	GO:0140353	lipid export from cell
GO:0032369	negative regulation of lipid transport	2/29	48/18870	0.002462131190372564	0.04024900570928483	0.02537722937445406	THBS1/APOC1	2	C6_Macrophages_RBM47	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0046890	regulation of lipid biosynthetic process	3/29	189/18870	0.0029831109155496597	0.04406632211983609	0.0277840693059826	IL1B/APOE/APOC1	3	C6_Macrophages_RBM47	GSE145926	Down	GO:0050994	regulation of lipid catabolic process
GO:0071825	protein-lipid complex organization	2/29	53/18870	0.002993551727910174	0.04406632211983609	0.0277840693059826	APOE/APOC1	2	C6_Macrophages_RBM47	GSE145926	Down	GO:0071825	protein-lipid complex organization
GO:0042304	regulation of fatty acid biosynthetic process	2/29	55/18870	0.0032198706399432842	0.046216923697722505	0.029140035958408413	IL1B/APOC1	2	C6_Macrophages_RBM47	GSE145926	Down	GO:0050994	regulation of lipid catabolic process
GO:0006869	lipid transport	12/121	453/18870	3.4863652310279456e-5	0.0013910006362440313	0.001106555530062215	FABP4/APOE/RETN/APOC1/MSR1/FABP5/TSPO/RBP4/PSAP/INHBA/PLIN2/LIPA	12	C2_Epithelial_CAPS	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0033559	unsaturated fatty acid metabolic process	5/121	115/18870	8.730259518627679e-4	0.015635951755491328	0.012438562882001108	FABP5/ALOX5/MGST3/CD74/SCD	5	C2_Epithelial_CAPS	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0015909	long-chain fatty acid transport	4/121	67/18870	9.027761302389512e-4	0.015978458726184145	0.01271103075342378	FABP4/APOE/FABP5/PLIN2	4	C2_Epithelial_CAPS	GSE145926	Down	GO:0033700	phospholipid efflux
GO:1905952	regulation of lipid localization	6/121	183/18870	0.0011720946470881635	0.018990252922884285	0.015106944484108188	APOE/RETN/APOC1/MSR1/TSPO/PLIN2	6	C2_Epithelial_CAPS	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0030301	cholesterol transport	5/121	128/18870	0.001408953966396374	0.02099163061327256	0.016699061333905064	APOE/APOC1/MSR1/TSPO/LIPA	5	C2_Epithelial_CAPS	GSE145926	Down	GO:0043691	reverse cholesterol transport
GO:0019915	lipid storage	4/121	94/18870	0.0031460082932142563	0.03412766600104313	0.027148914642872484	APOE/MSR1/PLIN2/LIPA	4	C2_Epithelial_CAPS	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0140353	lipid export from cell	3/121	47/18870	0.0033952756474795354	0.03568070925967333	0.028384376770987284	RETN/TSPO/INHBA	3	C2_Epithelial_CAPS	GSE145926	Down	GO:0140353	lipid export from cell
GO:0033700	phospholipid efflux	2/121	14/18870	0.0035284798964376456	0.03627092435028043	0.028853899038209938	APOE/APOC1	2	C2_Epithelial_CAPS	GSE145926	Down	GO:0033700	phospholipid efflux
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	2/121	15/18870	0.004054305351857856	0.038635394727728936	0.03073485991174251	FABP5/CD74	2	C2_Epithelial_CAPS	GSE145926	Down	GO:0050994	regulation of lipid catabolic process
GO:0006631	fatty acid metabolic process	8/121	401/18870	0.0043369985268738726	0.04083717812904439	0.032486401597088925	ALOX5AP/APOC1/FABP5/ALOX5/MGST3/CD74/SCD/LIPA	8	C2_Epithelial_CAPS	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0006636	unsaturated fatty acid biosynthetic process	3/121	52/18870	0.0045213980776588145	0.04161559997781787	0.03310564430556634	FABP5/CD74/SCD	3	C2_Epithelial_CAPS	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0006633	fatty acid biosynthetic process	5/121	168/18870	0.004569516412410793	0.04161559997781787	0.03310564430556634	APOC1/FABP5/ALOX5/CD74/SCD	5	C2_Epithelial_CAPS	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0042304	regulation of fatty acid biosynthetic process	3/121	55/18870	0.005293246351628899	0.04580993349902363	0.03644228041620671	APOC1/FABP5/CD74	3	C2_Epithelial_CAPS	GSE145926	Down	GO:0050994	regulation of lipid catabolic process
GO:1905954	positive regulation of lipid localization	4/121	111/18870	0.005685953530362102	0.047802623608829954	0.03802748620494053	APOE/RETN/MSR1/PLIN2	4	C2_Epithelial_CAPS	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:1905952	regulation of lipid localization	8/136	183/18870	5.4941158946771626e-5	0.0034698394161494436	0.0027939667731060004	APOC1/TSPO/MSR1/PPARG/RETN/ABCG1/APOE/ABHD5	8	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:1905953	negative regulation of lipid localization	5/136	66/18870	1.1344761015066445e-4	0.005558932897382558	0.004476136197233113	APOC1/TSPO/PPARG/ABCG1/ABHD5	5	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0033700	phospholipid efflux	3/136	14/18870	1.2576149558763327e-4	0.005747529802143434	0.004627997255401987	APOC1/ABCG1/APOE	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0050872	white fat cell differentiation	3/136	17/18870	2.312462744768037e-4	0.00912780433420939	0.007349845039657475	FABP4/PPARG/FFAR4	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0050873	brown fat cell differentiation
GO:0055088	lipid homeostasis	7/136	175/18870	2.798234391056802e-4	0.00975828271051387	0.007857515690454148	FABP4/TSPO/PPARG/RTN4/ABCG1/APOE/ABHD5	7	C3_Epithelial_TYROBP	GSE145926	Down	GO:0070328	triglyceride homeostasis
GO:0032374	regulation of cholesterol transport	5/136	80/18870	2.815549550535318e-4	0.00975828271051387	0.007857515690454148	APOC1/TSPO/PPARG/ABCG1/APOE	5	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0010885	regulation of cholesterol storage	3/136	19/18870	3.2606658613845235e-4	0.010651508480522777	0.008576754485964858	MSR1/PPARG/ABCG1	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0030301	cholesterol transport	6/136	128/18870	3.3142065059239004e-4	0.010703380556631507	0.008618522660141818	APOC1/TSPO/MSR1/PPARG/ABCG1/APOE	6	C3_Epithelial_TYROBP	GSE145926	Down	GO:0043691	reverse cholesterol transport
GO:0010888	negative regulation of lipid storage	3/136	22/18870	5.100747238696166e-4	0.014678332930058668	0.01181921396716454	PPARG/ABCG1/ABHD5	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0019915	lipid storage	5/136	94/18870	5.932253567532055e-4	0.01652888690090794	0.013309307797538378	MSR1/PPARG/ABCG1/APOE/ABHD5	5	C3_Epithelial_TYROBP	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0009395	phospholipid catabolic process	4/136	54/18870	6.174631339367793e-4	0.01687336756392622	0.013586688797353828	APOC1/PNPLA6/GPCPD1/PLBD1	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0010883	regulation of lipid storage	4/136	54/18870	6.174631339367793e-4	0.01687336756392622	0.013586688797353828	MSR1/PPARG/ABCG1/ABHD5	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0016042	lipid catabolic process	9/136	334/18870	7.162692209428051e-4	0.01884849190666159	0.01517708856071792	APOC1/PNPLA6/GPCPD1/NCEH1/HSD17B11/PLBD1/APOE/ACER3/ABHD5	9	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0010878	cholesterol storage	3/136	25/18870	7.498564756978762e-4	0.019059880947724612	0.015347302189100825	MSR1/PPARG/ABCG1	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0033700	phospholipid efflux
GO:0032368	regulation of lipid transport	6/136	153/18870	8.516369184889063e-4	0.020865104502978203	0.016800895288519805	APOC1/TSPO/PPARG/RETN/ABCG1/APOE	6	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0010875	positive regulation of cholesterol efflux	3/136	27/18870	9.436364703711908e-4	0.02198208892454856	0.017700307908429413	PPARG/ABCG1/APOE	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0046503	glycerolipid catabolic process	4/136	65/18870	0.001243579351284691	0.02682227089234825	0.02159769507017486	APOC1/PNPLA6/GPCPD1/ABHD5	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:1905954	positive regulation of lipid localization	5/136	111/18870	0.0012565824292786003	0.026851182436163776	0.021620975079158507	MSR1/PPARG/RETN/ABCG1/APOE	5	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0034368	protein-lipid complex remodeling	3/136	33/18870	0.001705519798975406	0.03437650545168868	0.02768047811103048	APOC1/ABCG1/APOE	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0034370	triglyceride-rich lipoprotein particle remodeling
GO:0046475	glycerophospholipid catabolic process	3/136	34/18870	0.0018607750626855946	0.03525548485434973	0.02838824551774374	APOC1/PNPLA6/GPCPD1	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0033344	cholesterol efflux	4/136	73/18870	0.0019125445283897761	0.035996367878700294	0.028984815648096015	APOC1/PPARG/ABCG1/APOE	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:0043691	reverse cholesterol transport
GO:0045444	fat cell differentiation	7/136	248/18870	0.0021606081514652484	0.038715769691089696	0.031174518800114452	FABP4/ALOX5/TCF7L2/PPARG/RETN/CEBPB/FFAR4	7	C3_Epithelial_TYROBP	GSE145926	Down	GO:0045444	fat cell differentiation
GO:0032376	positive regulation of cholesterol transport	3/136	38/18870	0.0025687744407005613	0.040334016356193346	0.032477555301442404	PPARG/ABCG1/APOE	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0010887	negative regulation of cholesterol storage	2/136	11/18870	0.002717727725442747	0.04150021969762885	0.033416599734303165	PPARG/ABCG1	2	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0032370	positive regulation of lipid transport	4/136	86/18870	0.003472704806156345	0.0467745358251011	0.037663558236886475	PPARG/RETN/ABCG1/APOE	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0045444	fat cell differentiation	12/163	248/18870	1.712385480687462e-6	9.619400542388163e-5	6.672453119576261e-5	METRNL/ZFP36L1/STK4/RORA/NR4A2/FOSL2/PIM1/HNRNPU/CEBPB/SOD2/TGFB1/RGS2	12	C10_T|NK_NKG7	GSE149878	Up	GO:0045444	fat cell differentiation
GO:0045598	regulation of fat cell differentiation	9/163	146/18870	5.0492079216369376e-6	1.9247099720335088e-4	1.3350662549691653e-4	METRNL/ZFP36L1/STK4/RORA/PIM1/HNRNPU/CEBPB/SOD2/TGFB1	9	C10_T|NK_NKG7	GSE149878	Up	GO:0045598	regulation of fat cell differentiation
GO:0045600	positive regulation of fat cell differentiation	6/163	71/18870	3.412073771935792e-5	8.276863801316974e-4	5.7412086593178e-4	METRNL/ZFP36L1/STK4/PIM1/HNRNPU/CEBPB	6	C10_T|NK_NKG7	GSE149878	Up	GO:0045598	regulation of fat cell differentiation
GO:0050873	brown fat cell differentiation	5/163	54/18870	1.0161997070297486e-4	0.001838345458705794	0.0012751599059368241	METRNL/PIM1/HNRNPU/CEBPB/RGS2	5	C10_T|NK_NKG7	GSE149878	Up	GO:0050873	brown fat cell differentiation
GO:0090336	positive regulation of brown fat cell differentiation	3/163	16/18870	3.262344832490533e-4	0.004642679179393194	0.0032203731445871464	METRNL/PIM1/HNRNPU	3	C10_T|NK_NKG7	GSE149878	Up	GO:0045598	regulation of fat cell differentiation
GO:0090335	regulation of brown fat cell differentiation	3/163	25/18870	0.0012655985292955227	0.012206164128928505	0.008466749831368272	METRNL/PIM1/HNRNPU	3	C10_T|NK_NKG7	GSE149878	Up	GO:0045598	regulation of fat cell differentiation
GO:0033559	unsaturated fatty acid metabolic process	6/85	115/18870	1.3280562832126081e-5	5.623028653159063e-4	4.0911481992441723e-4	MGST3/HPGD/CD74/AKR1C2/AKR1C3/ALOX5	6	C6_Macrophages_C1QA	GSE149878	Down	GO:0006631	fatty acid metabolic process
GO:0006631	fatty acid metabolic process	9/85	401/18870	7.999468406608074e-5	0.0022693647958741446	0.0016511222458118946	MGST3/HPGD/CD74/LPL/AKR1C2/AKR1C3/ALOX5/ALOX5AP/CES1	9	C6_Macrophages_C1QA	GSE149878	Down	GO:0006631	fatty acid metabolic process
GO:0071398	cellular response to fatty acid	3/85	34/18870	4.7717934169766516e-4	0.008222822584611551	0.005982680844216968	LPL/AKR1C2/AKR1C3	3	C6_Macrophages_C1QA	GSE149878	Down	GO:0070542	response to fatty acid
GO:0042632	cholesterol homeostasis	4/85	100/18870	0.0010822350281091435	0.013563075352276927	0.009868089729990414	LPL/FABP4/CES1/TSPO	4	C6_Macrophages_C1QA	GSE149878	Down	GO:0070328	triglyceride homeostasis
GO:0140353	lipid export from cell	3/85	47/18870	0.0012396411135921748	0.014860294094614269	0.010811907456894157	INHBA/RETN/TSPO	3	C6_Macrophages_C1QA	GSE149878	Down	GO:0140353	lipid export from cell
GO:0070542	response to fatty acid	3/85	56/18870	0.002058359653580969	0.01928463170587995	0.014030923750010285	LPL/AKR1C2/AKR1C3	3	C6_Macrophages_C1QA	GSE149878	Down	GO:0070542	response to fatty acid
GO:0010885	regulation of cholesterol storage	2/85	19/18870	0.003262474585114128	0.0253284699133255	0.018428240449618882	LPL/CES1	2	C6_Macrophages_C1QA	GSE149878	Down	GO:1905952	regulation of lipid localization
GO:0071397	cellular response to cholesterol	2/85	20/18870	0.0036144006480826967	0.027143164399998462	0.019748558118133596	INHBA/CES1	2	C6_Macrophages_C1QA	GSE149878	Down	GO:0070542	response to fatty acid
GO:0016042	lipid catabolic process	6/85	334/18870	0.003982883795841894	0.029230458962166705	0.021267211483790776	HSD17B11/HPGD/LPL/AKR1C3/PLBD1/CES1	6	C6_Macrophages_C1QA	GSE149878	Down	GO:0006631	fatty acid metabolic process
GO:0010878	cholesterol storage	2/85	25/18870	0.005624302181702637	0.03669092489512037	0.02669522433056481	LPL/CES1	2	C6_Macrophages_C1QA	GSE149878	Down	GO:0033700	phospholipid efflux
GO:0006633	fatty acid biosynthetic process	4/85	168/18870	0.007016620577779045	0.043041746589860916	0.0313158930738339	CD74/LPL/AKR1C3/ALOX5	4	C6_Macrophages_C1QA	GSE149878	Down	GO:0006631	fatty acid metabolic process
GO:0070723	response to cholesterol	2/85	30/18870	0.008037334068087267	0.04768877107193415	0.03469692970273257	INHBA/CES1	2	C6_Macrophages_C1QA	GSE149878	Down	GO:0070542	response to fatty acid
GO:0055088	lipid homeostasis	4/85	175/18870	0.008079910953638584	0.04768877107193415	0.03469692970273257	LPL/FABP4/CES1/TSPO	4	C6_Macrophages_C1QA	GSE149878	Down	GO:0070328	triglyceride homeostasis
GO:0071825	protein-lipid complex organization	4/114	53/18870	2.9448241451465225e-4	0.005909426959924626	0.004335114256091581	PLA2G7/ABCA1/PLTP/APOE	4	C6_Macrophages_C1QA	GSE149878	Up	GO:0071825	protein-lipid complex organization
GO:0010875	positive regulation of cholesterol efflux	3/114	27/18870	5.650972184271545e-4	0.009030723198204717	0.006624875329680625	ABCA1/PLTP/APOE	3	C6_Macrophages_C1QA	GSE149878	Up	GO:1905952	regulation of lipid localization
GO:1905954	positive regulation of lipid localization	5/114	111/18870	5.675686948667152e-4	0.009030723198204717	0.006624875329680625	SPP1/ABCA1/PLTP/CD36/APOE	5	C6_Macrophages_C1QA	GSE149878	Up	GO:1905952	regulation of lipid localization
GO:0015909	long-chain fatty acid transport	4/114	67/18870	7.223946257413335e-4	0.010622892170070841	0.007792879343411857	CD36/APOE/FABP5/THBS1	4	C6_Macrophages_C1QA	GSE149878	Up	GO:0033700	phospholipid efflux
GO:0045444	fat cell differentiation	7/114	248/18870	7.765054169778216e-4	0.011106505671560437	0.008147654823160346	SOD2/ZFP36L1/METRNL/CEBPD/ZFP36/RGS2/ZFP36L2	7	C6_Macrophages_C1QA	GSE149878	Up	GO:0045444	fat cell differentiation
GO:1905952	regulation of lipid localization	6/114	183/18870	8.598713527213812e-4	0.011857405474193816	0.008698509662617373	SPP1/ABCA1/PLTP/CD36/APOE/THBS1	6	C6_Macrophages_C1QA	GSE149878	Up	GO:1905952	regulation of lipid localization
GO:0034368	protein-lipid complex remodeling	3/114	33/18870	0.0010266613205980294	0.013599469414227098	0.00997647557583981	PLA2G7/PLTP/APOE	3	C6_Macrophages_C1QA	GSE149878	Up	GO:0034370	triglyceride-rich lipoprotein particle remodeling
GO:0032376	positive regulation of cholesterol transport	3/114	38/18870	0.001552981528340528	0.01804860670975742	0.013240331555101842	ABCA1/PLTP/APOE	3	C6_Macrophages_C1QA	GSE149878	Up	GO:1905952	regulation of lipid localization
GO:0015911	long-chain fatty acid import across plasma membrane	2/114	10/18870	0.0015773233829650406	0.01804860670975742	0.013240331555101842	CD36/THBS1	2	C6_Macrophages_C1QA	GSE149878	Up	GO:0015911	long-chain fatty acid import across plasma membrane
GO:0032370	positive regulation of lipid transport	4/114	86/18870	0.0018331691442205502	0.019652784735382303	0.014417145326615819	SPP1/ABCA1/PLTP/APOE	4	C6_Macrophages_C1QA	GSE149878	Up	GO:1905952	regulation of lipid localization
GO:0045598	regulation of fat cell differentiation	5/114	146/18870	0.0019335058575417339	0.019652784735382303	0.014417145326615819	SOD2/ZFP36L1/METRNL/ZFP36/ZFP36L2	5	C6_Macrophages_C1QA	GSE149878	Up	GO:0045598	regulation of fat cell differentiation
GO:0032368	regulation of lipid transport	5/114	153/18870	0.0023712467126294047	0.022936267662807444	0.0168258854201723	SPP1/ABCA1/PLTP/APOE/THBS1	5	C6_Macrophages_C1QA	GSE149878	Up	GO:1905952	regulation of lipid localization
GO:0033700	phospholipid efflux	2/114	14/18870	0.00313972430652726	0.026802281461116833	0.019661966083315243	ABCA1/APOE	2	C6_Macrophages_C1QA	GSE149878	Up	GO:0033700	phospholipid efflux
GO:0015914	phospholipid transport	4/114	103/18870	0.003529168643804755	0.02881300968710139	0.021137022236256096	ABCA1/PLTP/VMP1/APOE	4	C6_Macrophages_C1QA	GSE149878	Up	GO:0033700	phospholipid efflux
GO:0010874	regulation of cholesterol efflux	3/114	54/18870	0.004257587586575941	0.0322497268177541	0.023658173868771875	ABCA1/PLTP/APOE	3	C6_Macrophages_C1QA	GSE149878	Up	GO:1905952	regulation of lipid localization
GO:0120009	intermembrane lipid transfer	3/114	54/18870	0.004257587586575941	0.0322497268177541	0.023658173868771875	ABCA1/PLTP/APOE	3	C6_Macrophages_C1QA	GSE149878	Up	GO:0033700	phospholipid efflux
GO:0044539	long-chain fatty acid import into cell	2/114	17/18870	0.0046371786139964575	0.03435089061442555	0.02519957292338513	CD36/THBS1	2	C6_Macrophages_C1QA	GSE149878	Up	GO:0015911	long-chain fatty acid import across plasma membrane
GO:0015908	fatty acid transport	4/114	116/18870	0.005384078170716699	0.03731388196148764	0.027373202636796243	CD36/APOE/FABP5/THBS1	4	C6_Macrophages_C1QA	GSE149878	Up	GO:0033700	phospholipid efflux
GO:0010885	regulation of cholesterol storage	2/114	19/18870	0.005784842696943488	0.03879162596528937	0.028457265294847347	ABCA1/CD36	2	C6_Macrophages_C1QA	GSE149878	Up	GO:1905952	regulation of lipid localization
GO:0006869	lipid transport	8/114	453/18870	0.00623099389012228	0.04096611875437363	0.030052457985044793	SPP1/ABCA1/PLTP/CD36/VMP1/APOE/FABP5/THBS1	8	C6_Macrophages_C1QA	GSE149878	Up	GO:0033700	phospholipid efflux
GO:0043691	reverse cholesterol transport	2/114	20/18870	0.006402366191387345	0.041384525693847526	0.030359398387297284	ABCA1/APOE	2	C6_Macrophages_C1QA	GSE149878	Up	GO:0043691	reverse cholesterol transport
GO:0140354	lipid import into cell	2/114	20/18870	0.006402366191387345	0.041384525693847526	0.030359398387297284	CD36/THBS1	2	C6_Macrophages_C1QA	GSE149878	Up	GO:0033700	phospholipid efflux
GO:1902001	fatty acid transmembrane transport	2/114	20/18870	0.006402366191387345	0.041384525693847526	0.030359398387297284	CD36/THBS1	2	C6_Macrophages_C1QA	GSE149878	Up	GO:0033700	phospholipid efflux
GO:0030301	cholesterol transport	4/114	128/18870	0.007592329463828339	0.04608526846102574	0.03380783037950412	ABCA1/PLTP/CD36/APOE	4	C6_Macrophages_C1QA	GSE149878	Up	GO:0043691	reverse cholesterol transport
GO:0071398	cellular response to fatty acid	4/313	34/18870	0.002326149328012022	0.029493373067665942	0.02313740992336282	EDN1/ID3/HES1/PDK4	4	C9_CD4 memory_IL7R	GSE149878	Down	GO:0070542	response to fatty acid
